Timestamp,Min Temp (°C),Max Temp (°C),Avg Temp (°C)
2025-05-20 07:05:17,30.60,43.64,39.29
2025-05-20 07:05:27,31.16,47.11,41.79
2025-05-20 07:05:37,30.22,40.81,37.28
2025-05-20 07:05:47,30.24,39.11,36.16
2025-05-20 07:05:57,30.53,39.52,36.52
2025-05-20 07:06:07,30.35,40.73,37.27
2025-05-20 07:06:17,31.43,51.23,44.63
2025-05-20 07:06:27,34.37,73.87,60.70
2025-05-20 07:06:37,32.01,54.34,46.90
2025-05-20 07:06:47,31.44,48.91,43.09
2025-05-20 07:06:57,30.88,45.73,40.78
2025-05-20 07:07:07,31.21,45.16,40.51
2025-05-20 07:07:17,31.30,46.39,41.36
2025-05-20 07:07:27,31.31,50.62,44.19
2025-05-20 07:07:37,31.76,52.37,45.50
2025-05-20 07:07:47,30.86,43.88,39.54
2025-05-20 07:07:57,31.00,44.30,39.87
2025-05-20 07:08:07,30.75,43.63,39.34
2025-05-20 07:08:17,31.18,45.81,40.93
2025-05-20 07:08:27,30.76,42.37,38.50
2025-05-20 07:08:37,30.45,39.18,36.27
2025-05-20 07:08:47,30.64,40.00,36.88
2025-05-20 07:08:57,30.70,38.37,35.81
2025-05-20 07:09:07,30.54,38.84,36.07
2025-05-20 07:09:17,30.79,40.21,37.07
2025-05-20 07:09:27,31.13,42.98,39.03
2025-05-20 07:09:37,31.37,43.27,39.30
2025-05-20 07:09:47,30.74,38.95,36.22
2025-05-20 07:09:57,30.51,38.43,35.79
2025-05-20 07:10:07,30.47,38.48,35.81
2025-05-20 07:10:17,30.75,40.09,36.98
2025-05-20 07:10:27,31.42,49.42,43.42
2025-05-20 07:10:37,32.22,56.39,48.34
2025-05-20 07:10:47,32.12,53.46,46.34
2025-05-20 07:10:57,31.47,49.65,43.59
2025-05-20 07:11:07,31.40,48.25,42.63
2025-05-20 07:11:17,31.12,44.95,40.34
2025-05-20 07:11:27,30.92,41.38,37.90
2025-05-20 07:11:37,29.76,36.76,34.43
2025-05-20 07:11:47,30.12,36.61,34.45
2025-05-20 07:11:58,30.09,35.28,33.55
2025-05-20 07:12:08,30.12,37.82,35.26
2025-05-20 07:12:18,30.85,44.11,39.69
2025-05-20 07:12:28,31.87,52.57,45.67
2025-05-20 07:12:38,31.33,46.61,41.52
2025-05-20 07:12:48,30.70,41.62,37.98
2025-05-20 07:12:58,31.02,43.95,39.64
2025-05-20 07:13:08,30.37,40.06,36.83
2025-05-20 07:13:18,29.96,38.59,35.71
2025-05-20 07:13:28,30.18,40.27,36.91
2025-05-20 07:13:38,30.84,44.71,40.08
2025-05-20 07:13:48,30.57,40.28,37.04
2025-05-20 07:13:58,30.80,40.13,37.02
2025-05-20 07:14:08,30.87,41.21,37.76
2025-05-20 07:14:18,30.71,43.42,39.18
2025-05-20 07:14:28,30.75,42.98,38.90
2025-05-20 07:14:38,30.03,35.82,33.89
2025-05-20 07:14:48,30.54,39.37,36.43
2025-05-20 07:14:58,30.54,41.43,37.80
2025-05-20 07:15:08,30.44,39.07,36.19
2025-05-20 07:15:18,30.78,41.38,37.85
2025-05-20 07:15:28,30.51,38.94,36.13
2025-05-20 07:15:38,30.29,37.27,34.94
2025-05-20 07:15:48,30.03,38.64,35.77
2025-05-20 07:15:58,30.55,41.52,37.86
2025-05-20 07:16:08,30.78,41.39,37.85
2025-05-20 07:16:18,30.93,44.37,39.89
2025-05-20 07:16:28,30.78,43.09,38.99
2025-05-20 07:16:38,30.78,40.20,37.06
2025-05-20 07:16:48,29.94,39.91,36.59
2025-05-20 07:16:58,31.05,42.41,38.62
2025-05-20 07:17:08,30.87,39.97,36.94
2025-05-20 07:17:18,30.48,41.31,37.70
2025-05-20 07:17:28,30.56,40.88,37.44
2025-05-20 07:17:38,30.34,37.59,35.18
2025-05-20 07:17:48,30.45,37.08,34.87
2025-05-20 07:17:58,30.45,37.32,35.03
2025-05-20 07:18:08,30.22,36.78,34.59
2025-05-20 07:18:18,30.35,38.19,35.58
2025-05-20 07:18:28,30.75,40.94,37.54
2025-05-20 07:18:38,30.26,36.76,34.59
2025-05-20 07:18:48,30.10,36.53,34.39
2025-05-20 07:18:58,29.83,41.52,37.63
